code,section,date,open,high,low,close,vol,value,n_stock,agg_price,foreign_rate,agency_buy,agency_netbuy
A012450,KOSPI,20210726,1113,51500,51500,51400,51500,0,10600000,0,0,0.0,0
A012450,KOSPI,20210726,1112,51500,51500,51400,51400,0,9410000,0,0,0.0,0
A012450,KOSPI,20210726,1111,51600,51600,51400,51400,0,5200000,0,0,0.0,0
A012450,KOSPI,20210726,1110,51500,51700,51500,51600,0,92140000,0,0,0.0,0
A012450,KOSPI,20210726,1109,51500,51600,51400,51600,0,123860000,0,0,0.0,0
A012450,KOSPI,20210726,1108,51500,51500,51400,51500,0,1800000,0,0,0.0,0
A012450,KOSPI,20210726,1107,51500,51500,51400,51500,0,11670000,0,0,0.0,0
A012450,KOSPI,20210726,1106,51500,51500,51300,51300,0,53270000,0,0,0.0,0
A012450,KOSPI,20210726,1105,51500,51500,51400,51400,0,4270000,0,0,0.0,0
A012450,KOSPI,20210726,1104,51500,51500,51400,51500,0,20000000,0,0,0.0,0
A012450,KOSPI,20210726,1103,51400,51500,51400,51400,0,3140000,0,0,0.0,0
A012450,KOSPI,20210726,1102,51400,51500,51400,51400,0,10740000,0,0,0.0,0
A012450,KOSPI,20210726,1101,51300,51400,51300,51400,0,25700000,0,0,0.0,0
A012450,KOSPI,20210726,1100,51300,51400,51300,51300,0,33900000,0,0,0.0,0
A012450,KOSPI,20210726,1059,51400,51400,51300,51400,0,14990000,0,0,0.0,0
A012450,KOSPI,20210726,1058,51300,51400,51300,51400,0,6830000,0,0,0.0,0
A012450,KOSPI,20210726,1057,51400,51400,51300,51400,0,10070000,0,0,0.0,0
A012450,KOSPI,20210726,1056,51400,51400,51300,51300,0,30730000,0,0,0.0,0
A012450,KOSPI,20210726,1055,51300,51400,51300,51300,0,6260000,0,0,0.0,0
A012450,KOSPI,20210726,1054,51300,51400,51300,51300,0,24030000,0,0,0.0,0
A012450,KOSPI,20210726,1053,51400,51400,51300,51300,0,6470000,0,0,0.0,0
A012450,KOSPI,20210726,1052,51400,51400,51300,51300,0,12930000,0,0,0.0,0
A012450,KOSPI,20210726,1051,51300,51400,51300,51300,0,19090000,0,0,0.0,0
A012450,KOSPI,20210726,1050,51400,51400,51300,51400,0,4680000,0,0,0.0,0
A012450,KOSPI,20210726,1049,51400,51400,51300,51300,0,8460000,0,0,0.0,0
A012450,KOSPI,20210726,1048,51400,51400,51300,51400,0,13860000,0,0,0.0,0
