text,sentiment
12281,질병이,-2
12282,질병이 남아,-2
12283,질색,-2
12284,질색하다,-2
12285,질서 없이,-2
12286,질서가 없는,-1
12287,질서가 없다,-1
12288,질식시키거나,-1
12289,질이 나쁘고,-2
12290,질질 끌다,-1
12291,질질 울고,-1
12292,질질거리다,-1
12293,질투,-1
12294,질투로,-1
12295,질투심,-1
12296,질투하다,-1
12297,질환,-2
12298,질환의,-1
12299,질환의 하나,-1
12300,짐,-1
12301,짐승을 죽이다,-1
12302,집도 없음을,-1
12303,집이 허술하여서,-1
12304,집적거려,-2
12305,집적거리거나,-2
12306,집적집적,-2
12307,집적집적하다,-2
12308,집착을 버린,1
12309,짓궂게,-2
12310,짓궂게 굴거나,-2
12311,짓궂게 굴다,-2
12312,짓궂다,-2
12313,짓궂은,-2
12314,짓궂은 말이나,-2
12315,짓궃게,-2
12316,짓궃게 구는,-2
12317,짓궃게 굴거나,-2
12318,짓궃게 빈정거리는,-2
12319,짓궃게 빈정거리다,-2
12320,짓궃고,-2
12321,짓궃고 밉살스럽게,-2
12322,짓궃은,-2
12323,짓궃은 데가,-2
12324,짓궃은 말이나,-2
12325,짓눌러,-1
12326,짓눌러서,-1
12327,짓무르고,-1
12328,짓무르다,-1
12329,짓물러,-1
12330,짓물러 아픈,-1
12331,짓밟는,-1
12332,짓밟는 모양,-1
12333,짓밟다,-1
12334,징그러운,-1
12335,징그러울,-1
12336,징그러울 때,-1
12337,징그럽다,-1
12338,징얼거리다,-1
12339,징얼징얼,-1
12340,징얼징얼하다,-1
12341,징징거리다,-1
12342,징징대다,-1
12343,징징하다,-1
12344,짖궂게,-2
12345,짖궂게 건드리는,-2
12346,짖궂게 건드리다,-2
12347,짖궂게 달라붙어,-2
12348,짖궂게 빈정거리는,-2
12349,짖궂게 빈정거리다,-2
12350,짖궂은,-2
12351,짖궂은 데가,-2
12352,짖궂은 말이나,-2
12353,짖궂은 행동이나,-2
12354,ㅉㅉ,-1
12355,짜그라트리다,-1
12356,짜르르대다,-1
12357,짜릿하다,1
12358,짜이지 못하고,-1
12359,짜증,-2
12360,짜증나는,-2
12361,짜증나다,-1
12362,짜증난,-2
12363,짜증내다,-2
12364,짜증니 나는,-2
12365,짜증스럽다,-2
12366,짜증을,-2
12367,짜증을 내는,-2
12368,짜증을 내다,-2
12369,짜증을 내며,-2
12370,짜증이,-2
12371,짜증이 나거나,-2
12372,짜증이 나는,-2
12373,짜증이 날 때,-2
12374,짜지다,-1
12375,짝남,1
12376,짝녀,-1
12377,짤뚜룩대다,-1
12378,짧다,-1
12379,짭짭대다,-1
12380,쩔쩔매거나,-2
12381,쩔쩔매는,-2
12382,쩔쩔매는 모양,-2
12383,쩔쩔맴을,-2
12384,쩝쩝대다,-2
12385,쪼들려서,-1
12386,쪼들리게,-2
12387,쪼들리게 살림을,-2
12388,쪼들린,-2
12389,쪼들린 탓으로,-2
12390,쭈그러들게,-1
12391,쭈그러들게 되다,-1
12392,쭈그러들다,-1
12393,쭈그러듦,-1
12394,쭈그러져,-1
12395,쭈그러져 볼품없이,-2
12396,쭈그러져 작아지다,-1
12397,쭈그렁이,-1
12398,쭈글쭈글한,-1
12399,쭈글쭈글한 늙은이를,-1
12400,찌그러져,-1
12401,찌그러트리다,-1
12402,찌꺼기,-1
12403,찌꺼기 따위가,-1
12404,찌들고,-1
12405,찌르듯이,-1
12406,찌푸리는,-1
12407,찌푸리는 모양,-1
12408,찐따,-1
12409,찔찔대다,-1
12410,찝쩍대다,-2
12411,찝찝하다,-2
12412,찡그리다,-1
12413,찡찡대다,-1
12414,찡찡이,-1
12415,찡찡한,-1
12416,찡찡한 사람을,-1
12417,찢어져,-1
12418,찢어져 어지럽게,-1
12419,찢어진,-1
12420,찢어진 곳을,-1
12421,ㅊㅋ,1
12422,차가운 듯하다,-1
12423,차가움을,-1
12424,차가움을 느낄,-1
12425,차거나 싫은,-1
12426,차도남,1
12427,차도녀,1
12428,차리지 못하고,-1
12429,차마,-1
12430,차별 없이,1
12431,차분하지 못하고,-1
12432,차분하지 못하여,-1
12433,차분하지 않은,-1
12434,차지 아니하여,-1
12435,차지 아니하여서,-1
12436,차지 않아,-1
12437,착실하다,2
12438,착실하지 못하게,-2
12439,착실하지 못하고,-2
12440,착실하지 못하다,-2
12441,착실하지 못하며,-2
12442,착실하지 못하여,-2
12443,착실하지 않아,-2
12444,착실한,2
12445,착실한 맛,1
12446,착잡하거나,-2
12447,착잡하거나 언짢은,-2
12448,착착 달라붙을,1
12449,착취하여,-1
12450,착하고,2
12451,착하고 평등한,1
12452,착하고 훌륭한,2
12453,착하다,2
12454,착하여,2
12455,착하여 도덕적,2
12456,착하지 못함을,-2
12457,착하지 않음을,-1
12458,착한,2
12459,착한 마음을,2
12460,착한 벗이,2
12461,착한 사람을,2
12462,착한 체함을,-1
12463,착한 행실을,2
12464,착함을 좋아하는,2
12465,찬 기운과,-1
12466,찬 느낌이,-1
12467,찬 태도로,-1
12468,찬란하거나,2
12469,찬란하거나 화려하다,2
12470,찬란하거나 화려함,2
12471,찬란하다,2
12472,찬미하는,2
12473,찬미하는 노래,2
12474,찬미한,2
12475,찬미한 글,2
12476,찬사,1
12477,찬양,2
12478,찬양하는,2
12479,찬양하는 뜻으로,2
12480,찬양하다,2
12481,찬양함,2
12482,찬찬하고,1
12483,찬찬하다,1
12484,찬찬하며,1
12485,찬찬하며 실하게,1
12486,찬찬하지 못하거나,-1
12487,찬찬하지 못하고,-1
12488,찬찬한,1
12489,찬찬한 모양,1
12490,찬칭하다,2
12491,찬탄하고,2
12492,찬탄하는,2
12493,찬탄하는 노래,2
12494,찬탄하는 의미로,2
12495,찬탄하여,2
12496,찬탄한,2
12497,찬탄한 글,2
12498,찬한 사람의,2
12499,참거나,-1
12500,참견하는,-1
12501,참견하는 모양,-1
12502,참견하는 짓을,-1
12503,참견하다,-1
12504,참견하여,-1
12505,참견하여 나서다,-1
12506,참고 견디다,1
12507,참기 어려울,-1
12508,참다못한,-1
12509,참다못해,-1
12510,참다운,2
12511,참다운 경지,2
12512,참다운 지혜로,2
12513,참담하다,-1
12514,참담한,-2
12515,참담한 형편이나,-2
12516,참답게,2
12517,참되고,2
12518,참되고 성실한,2
12519,참되고 순결한,2
12520,참되고 올바르다,2
12521,참되고 지극할,2
12522,참되고 착실하다,2
12523,참된,2
12524,참된 가르침,2
12525,참된 도리,2
12526,참된 뜻에,2
12527,참된 마음,2
12528,참된 모습을,2
12529,참된 인간,2
12530,참된 증거,2
12531,참된 지혜로부터,2
12532,참신하다,1
12533,참신한,2
12534,참실하다,2
12535,참으로,1
12536,참으로 진짜,1
12537,참을 수 없다,-1
12538,참을 수가 없어서,-1
12539,참을성이 없어,-1
12540,참지 못하고,-1
12541,참형에,-2
12542,참형에 처한,-2
12543,참혹하게,-2
12544,참혹하기,-2
12545,참혹하기 짝이 없고,-2
12546,참혹하다,-2
12547,참혹하여,-2
12548,참혹한,-2
12549,참혹한 모습이나,-2
12550,참혹함을,-2
12551,참혹함을 느끼어,-2
12552,참회의 공덕으로,1
12553,창녀,-2
12554,창렬,-1
12555,창렬스러운,-1
12556,창렬이네,-1
12557,창백한,-1
12558,창백한 얼굴을,-1
12559,창의적,1
12560,창의적이다,2
12561,창의적인,1
12562,창조성이 없이,-1
12563,창조적인,1
12564,창피,-2
12565,창피스럽다,-2
12566,창피스레,-2
12567,창피하게,-2
12568,창피하게 생각하여,-2
12569,창피하다,-2
12570,창피하여,-2
12571,창피한,-2
12572,창피한 느낌,-2
12573,창황하다,-2
12574,채신없이,-2
12575,채신없이 거볍게,-1
12576,채신없이 행동하는,-2
12577,채신없이 행동하다,-2
12578,책망,-2
12579,책망하거나,-2
12580,책망하다,-2
12581,책망함,-2
12582,책임 죄를,-1
12583,책임감,1
12584,책임감 있는,2
12585,책임감있는,1
12586,책임을 회피하려고,-1
12587,책임지고,1
12588,처량하고,-2
12589,처량하고 슬프게,-2
12590,처량하고 슬프다,-2
12591,처량히,-2
12592,처리를 못하고,-2
12593,처리하기 어려움,-2
12594,처리하기 어려워서,-2
12595,처리하기 어렵다,-2
12596,처리하는 재주,1
12597,처리하지 못하고,-2
12598,처리하지 않고,-1
12599,처벌을,-2
12600,처벌하여,-2
12601,처연하다,-2
12602,처지가 나빠지다,-2
12603,처지가 안되고,-2
12604,처지는,-1
12605,처지는 모양,-1
12606,처참하게,-2
12607,처참하다,-2
12608,처참히,-1
12609,천박,-2
12610,천박하게,-2
12611,천박하게 까무스름하다,-2
12612,천박하고,-2
12613,천박하고 못된,-2
12614,천박하다,-1
12615,천박한,-1
12616,천사,1
12617,천식,-1
12618,천식 따위로,-1
12619,천진하게,1
12620,천진하게 웃는,1
12621,천천히 부자연스럽게,-1
12622,천하고,-1
12623,천하다,-1
12624,천하의 폭군을,-1
12625,천한,-1
12626,천한 사람,-1
12627,천한 사람을,-1
12628,천한 사람이나,-2
12629,천한 일을,-1
12630,철없는,-1
12631,철없는 아이가,-1
12632,철저하고,1
12633,철저하고 바르다,1
12634,철저하다,1
12635,철저하지 못하게,-2
12636,철저하지 못하다,-2
12637,철컹철컹,-1
12638,청결하다,2
12639,청결한,2
12640,청정하며,1
12641,체면이 깍이는,-2
12642,체면이 깎이는,-2
12643,체면이 깎일,-2
12644,체하며 시치미를,-1
12645,체하여,-1
12646,체한 채로,-1
12647,쳐들어가거나,-1
12648,쳐들어오다,-1
12649,쳐들어옴,-1
12650,쳐부수는,-1
12651,쳐부수는 일,-1
12652,초라하고,-2
12653,초라하고 가엾게,-2
12654,초라하다,-2
12655,초라한,-2
12656,초라한 데가,-2
12657,초라한 집을,-2
12658,초상이,-2
12659,초상이 나다,-2
12660,초월,1
12661,초월한,1
12662,초조,-1
12663,초조하고,-1
12664,초조하고 불안하다,-1
12665,초조하고 불안하여,-1
12666,초조하고 안타깝다,-1
12667,초조하다,-1
12668,초조한,-1
12669,초조한 모양,-1
12670,초조해지고,-1
12671,촌스러운,-1
12672,촌스럽고,-1
12673,촌스럽다,-1
12674,촐랑거리며,-1
12675,촐싹대다,-1
12676,총명하고,2
12677,최고,2
12678,최고 품질,2
12679,최고급,2
12680,최고의,2
12681,최고의 경지에,2
12682,최고의 아름다움,2
12683,최상,1
12684,최상급,2
12685,최상의,2
12686,최상의 것,2
12687,최악,-2
12688,최악의,-2
12689,최저가,1
12690,최적의,1
12691,최적화,1
12692,최적화하다,1
12693,최절,-1
12694,최좌,-2
12695,추궁을,-1
12696,추근대다,-2
12697,추악해지다,-2
12698,추운,-1
12699,추운 듯하다,-1
12700,추워서,-1
12701,추워서 갑자기,-1
12702,추위,-1
12703,추잡하다,-2
12704,추잡한,-2
12705,추잡한 데가,-2
12706,추저분하게,-2
12707,추저분하다,-2
12708,추저분한,-2
12709,추진하다,1
12710,추천하다,1
12711,추하고,-2
12712,추하다,-2
12713,축 늘어져,-1
12714,축 처지거나,-1
12715,축냄,-1
12716,축복,2
12717,축복받다,1
12718,축복하다,2
12719,축하,2
12720,축하하거나,2
12721,축하하거나 기리는,2
12722,축하하거나 찬양하는,2
12723,축하하다,1
12724,축하함,2
12725,출려,2
12726,출세시켜,2
12727,출세시켜 준,2
12728,출세하여,2
12729,출혈,-1
12730,출혈 때에,-1
12731,출혈이 심하여,-1
12732,출혈하기 쉬운,-1
12733,춤을,1
12734,춤을 추다,1
12735,춥거나,-1
12736,춥거나 무섭거나,-1
12737,춥지 아니하고,1
12738,충격,-1
12739,충격 따위가,-1
12740,충격으로,-1
12741,충격을,-1
12742,충격을 받아,-1
12743,충격을 받아서,-1
12744,충격을 받았을,-1
12745,충격이 커서,-1
12746,충공깽,-1
12747,충동적,-1
12748,충분하게,1
12749,충분하고,1
12750,충분하고 넉넉하게,1
12751,충분하다,1
12752,충분하지 못하다,-2
12753,충분하지 아니하다,-2
12754,충분한 만족,1
12755,충분한 만족과,1
12756,충분해서,1
12757,충분히,1
12758,충분히 마련되다,1
12759,충분히 만족스럽다,1
12760,충분히 익히다,1
12761,충성,1
12762,충성스러운,2
12763,충성을,1
12764,충성을 겸손하게,1
12765,충성이라는,1
12766,충성이라는 뜻으로,1
12767,충성하다,1
12768,충실하지 않고,-2
12769,충족되어,2
12770,충치가,-1
12771,충치가 되는,-1
12772,취약하다,-2
12773,취약한,-2
12774,취존,1
12775,취직하다,2
12776,취향을 저격하다,1
12777,측은,1
12778,측은스럽다,-2
12779,측은지심,-2
12780,측은하다,-2
12781,치료가 잘못되었을,-1
12782,치료하는,1
12783,치료하다,1
12784,치매가,-1
12785,치미는 모양,-1
12786,치밀어,-1
12787,치밀어 오르는,-1
12788,치밀어 오르다,-1
12789,치밀하지 못하여,-2
12790,치사하고,-2
12791,치사하고 더러워,-2
12792,치사하여,-2
12793,치욕,-2
12794,치욕스럽다,-2
12795,치우치게,-1
12796,치우치게 사랑함,-1
12797,치우침이 없음,1
12798,치우침이 없이,1
12799,치우침지 아니하다,1
12800,치적이 좋지 못한,-1
12801,치통,-1
12802,칙칙하다,-1
12803,칙칙한,-1
12804,칙칙함,-1
12805,친구,1
12806,친근하고,2
12807,친근하고 존경스럽거나,2
12808,친근하다,2
12809,친밀하게,2
12810,친밀하게 여기거나,2
12811,친밀하게 지내는,2
12812,친밀하게 하다,2
12813,친밀하다,1
12814,친밀한,2
12815,친밀한 관계를,1
12816,친밀한 사이를,2
12817,친밀함,2
12818,친밀히,2
12819,친밀히 사랑하다,2
12820,친밀히 사랑함,2
12821,친숙해지다,1
12822,친애,2
12823,친애롭다,2
12824,친애하다,2
12825,친절,2
12826,친절하게,2
12827,친절하다,2
12828,친절한,2
12829,친절한 마음씨,2
12830,친하게,2
12831,친하게 지내는,2
12832,친하게 지내다,2
12833,친하다,2
12834,친하지 아니하여,-1
12835,친한,2
12836,친한 사람,2
12837,친한 체하면서,-1
12838,친화적인,2
12839,칠칠하지 못하다,-1
12840,칠칠한,2
12841,침울하고,-2
12842,침울하고 무겁다,-2
12843,침을 뱉듯이,-1
12844,침을 뱉어,-1
12845,침착하지 못하거나,-1
12846,침착하지 못하게,-1
12847,침착하지 못하고,-1
12848,침착하지 못하여,-1
12849,침체되다,-1
12850,침침하다,-1
12851,침침한,-1
12852,침침한 모양,-1
12853,침침해지다,-1
12854,침해당거나,-1
12855,침해당한,-1
12856,침해당한 사람이,-1
12857,침해당할,-1
12858,침해당할 염려가,-1
12859,침해한,-1
12860,칭미하다,1
12861,칭송하는,2
12862,칭송하는 말,2
12863,칭송할,2
12864,칭송할 때,2
12865,칭송함,2
12866,칭양하다,2
12867,칭예하다,2
12868,칭찬,2
12869,칭찬받다,2
12870,칭찬을,2
12871,칭찬을 받을,2
12872,칭찬하고,2
12873,칭찬하는,1
12874,칭찬하는 말,1
12875,칭찬하다,2
12876,칭찬하여,2
12877,칭찬하여 말하다,2
12878,칭찬하여 말함,1
12879,칭찬할 만한,2
12880,칭찬함,2
12881,칭찬해,1
12882,칭찬해 줄,1
12883,ㅋㄷ,1
12884,칼빵,-2
12885,캄캄한,-1
12886,캄캄한 방에서,-1
12887,캐리,1
12888,캣맘,1
12889,컴컴하다,-1
12890,컹스,-1
12891,케미,1
12892,코를 골다,-1
12893,코에 종기가,-1
12894,코와이네,-1
12895,콜록콜록하는,-1
12896,쾌감,1
12897,쾌조,1
12898,쾌활하게,1
12899,쾌활하게 웃다,1
12900,쾌활하다,2
12901,쾌활한,2
12902,쿨룩대다,-1
12903,쿨룽대다,-1
12904,크거나 무겁거나,-1
12905,크게 감동이,2
12906,크게 감동하는,2
12907,크게 감동하다,2
12908,크게 감동함,2
12909,크게 감탄할,2
12910,크게 노함,-2
12911,크게 실망하다,-2
12912,크게 실망함,-2
12913,크게 우는,-2
12914,크게 움츠러드는,-1
12915,크게 웃는,2
12916,크게 위태로움을,-2
12917,크게 칭찬하여,2
12918,크게 칭찬함,2
12919,크고 너그럽다,2
12920,크고 아름답다,2
12921,크고 웅장한,1
12922,크고 튼튼하여,1
12923,크고 힘차게,1
12924,크고 힘차다,1
12925,크다,1
12926,큰 결함,-2
12927,큰 공덕이,2
12928,큰 덕,2
12929,큰 불행을,-2
12930,큰 성과가,2
12931,큰 수익을,2
12932,큰 재주,2
12933,큰 칭찬,2
12934,큰 타격을,-2
12935,클라스,1
12936,키가 커서,1
12937,킹왕짱,2
12938,타격을,-2
12939,타격을 받아,-2
12940,타격을 입어,-2
12941,타당하다,1
12942,타당한,1
12943,타들어,-1
12944,타들어 가는,-1
12945,타륵,1
12946,타분하다,-2
12947,타협점을 찾아,1
12948,탁 트여,1
12949,탁 트이고,1
12950,탁 트이다,1
12951,탁월하다,2
12952,탁월한,1
12953,탁하다,-2
12954,탄력 있게,1
12955,탄력 있고,1
12956,탄력이,1
12957,탄력이 있게,1
12958,탄력이 있는,1
12959,탄력이 있다,1
12960,탄력이 있으며,1
12961,탄복하다,2
12962,탄복할,2
12963,탄복할 만하다,2
12964,탄복함,2
12965,탄식,-2
12966,탄식 따위를,-2
12967,탄식하다,-2
12968,탄식하여,-2
12969,탄식할,-2
12970,탄식할 만하게,-2
12971,탄식할 만한,-2
12972,탄식함,-2
12973,탄탄하다,1
12974,탈,-1
12975,탈 따위가,-1
12976,탈 없이,1
12977,탈영,-1
12978,탈음증,-1
12979,탈이,-1
12980,탈이 나서,-1
12981,탈이 생겨서,-1
12982,탈이 생기다,-1
12983,탈이 없다,0
12984,탈이 없이,1
12985,탈진,-1
12986,탈진하다,-1
12987,탐관오리가,-1
12988,탐내거나,-1
12989,탐내는,0
12990,탐내는 마음으로,-1
12991,탐내어,-1
12992,탐내어 가지려고,-1
12993,탐묵,-1
12994,탐묵하다,-1
12995,탐스러운,2
12996,탐스러운 데가,2
12997,탐스러운 모양,2
12998,탐스러울,2
12999,탐스러울 정도로,2
13000,탐스럽게,2
13001,탐스럽게 웃다,2
13002,탐스럽게 쥐거나,2
13003,탐스럽게 피어나는,2
13004,탐스럽고 귀엽게,2
13005,탐스럽고 복스러운,2
13006,탐스럽다,2
13007,탐욕스러운,-2
13008,탐욕스러운 사람을,-2
13009,탐욕스러워진다는,-1
13010,탐욕이,-2
13011,탐욕이 많아서,-2
13012,탐탁지 아니하게,-2
13013,탐탁하지 아니하고,-2
13014,탐하는,-1
13015,탐하는 마음,-1
13016,탐하는 마음을,-1
13017,탐하는 일,-1
13018,탐하는 짓,-1
13019,탐하다,-1
13020,탐하여,-1
13021,탓하거나,-1
13022,탓하거나 불평을,-2
13023,탓하다,-1
13024,탕진잼,-1
13025,탕평,1
13026,탕평하다,1
13027,태도가 거만하고,-1
13028,태도가 괴상하고,-1
13029,태도가 떳떳하다,1
13030,태도가 부드럽고,1
13031,태도가 상냥하고,1
13032,태도가 의젓하고,1
13033,태도나 버릇,-1
13034,태도를 본받아,1
13035,태업,-1
13036,태우다,-1
13037,태우며 조급하게,-1
13038,태움,-1
13039,태평하게,1
13040,태평하게 사는,1
13041,태평한,1
13042,태평한 세상,1
13043,터무니없거나,-2
13044,터무니없거나 어처구니없다고,-2
13045,터무니없는,-2
13046,터무니없는 고집을,-2
13047,터무니없이,-2
13048,터무니없이 없어지거나,-1
13049,텁텁하게,-1
13050,텁텁하다,-1
13051,텁텁하여,-1
13052,텁텁한,-1
13053,텁텁한 모양,-1
13054,토끼다,-1
13055,토달거리는,-1
13056,토달거리는 모양,-1
13057,토달거리다,-1
13058,토라져,-1
13059,토라져 있다,-1
13060,토라져서,-1
13061,토라지는,-1
13062,토라지는 사람을,-1
13063,토라지다,-1
13064,토역질하다,-1
13065,토하고,-1
13066,토하고 싶은,-1
13067,토하는,-1
13068,토하는 증상,-1
13069,토하는 증세,-1
13070,토하다,-1
13071,토하려고,-1
13072,토하려고 하다,-1
13073,토할,-1
13074,토할 것,-1
13075,토할 듯한,-1
13076,토할 때,-1
13077,톨톨대다,-2
13078,통과되다,1
13079,통달하고,1
13080,통달하는,1
13081,통달하는 일,1
13082,통달하여,1
13083,통달한,1
13084,통원하다,-1
13085,통증,-1
13086,통증을,-1
13087,통증을 느끼는,-1
13088,통쾌,2
13089,통쾌감,1
13090,통쾌하다,2
13091,통탄하다,-2
13092,통하다,1
13093,통하지 못하게,-1
13094,통하지 못하여,-1
13095,통하지 못한,-1
13096,통하지 아니하다,-1
13097,통하지 않고,-1
13098,투덜거리는,-1
13099,투덜거리는 모양,-1
13100,투덜거리다,-1
13101,투덜대는,-1
13102,투덜대는 모양,-1
13103,투덜대다,-1
13104,투박하다,-1
13105,투박한,-1
13106,투박한 모양,-1
13107,퉁명스러운,-2
13108,퉁명스러운 데가,-2
13109,퉁퉁하게,-1
13110,퉁퉁하게 살이,-1
13111,퉁퉁하다,-1
13112,트렌디하다,1
13113,트롤,-1
13114,트인 맛이,1
13115,트집 잡다,-1
13116,트집을,-1
13117,트집을 잡다,-1
13118,트집을 잡아,-1
13119,트집을 잡으며,-1
13120,트집을 잡히어,-1
13121,트집이나,-1
13122,특권,2
13123,특별하다,1
13124,특별하지 아니하다,-1
13125,특별한,1
13126,특별한 마음가짐이나,1
13127,특별한 사랑과,1
13128,특별히 뛰어나다,1
13129,특이하다,1
13130,특이하여 우습게,-1
13131,특이하여 우습다,-1
13132,특출하게,1
13133,특출하게 뛰어나다,1
13134,튼튼하게,1
13135,튼튼하게 지탱하다,1
13136,튼튼하게 하다,1
13137,튼튼하다,1
13138,튼튼하여,1
13139,튼튼하지 못하고,-1
13140,튼튼하지 못하다,-1
13141,튼튼하지 못하여,-1
13142,튼튼히,1
13143,틀딱,-1
13144,틀딱충,-1
13145,틀리거나,-1
13146,틀리거나 그릇되게,-2
13147,틀리다,-1
13148,틀린,-1
13149,틀림이 없이,1
13150,틀어지게 하다,-1
13151,틀어지다,-1
13152,틀어진,-1
13153,틀어진 마음으로,-1
13154,티 없이,1
13155,티가 없다,1
13156,티격태격하는,-1
13157,티격태격하는 것을,-1
13158,파괴,-2
13159,파괴 행위,-2
13160,파괴되어,-1
13161,파괴되어 멸망되다,-1
13162,파괴되어 멸망함,-1
13163,파괴와,-1
13164,파괴하다,-1
13165,파괴하여,-1
13166,파괴하여 멸망시키다,-1
13167,파오후,-1
13168,파오후 쿰척쿰척,-1
13169,파울,-2
13170,파출하다,-1
13171,판단력을 잃다,-1
13172,판단이 정확하고,1
13173,판단하여 수긍하다,1
13174,판단하지 못하는,-1
13175,팔다리가 붓고,-1
13176,팔다리가 쑤시고,-1
13177,팔자 사나운,-2
13178,팔팔 뛰는,-1
13179,팔팔 뛰다,-1
13180,팔팔하다,1
13181,팔한 지옥의,-1
13182,패가망신한다는,-1
13183,패배,-1
13184,패배 따위의,-1
13185,패배를 거듭한다는,-1
13186,패배하다,-2
13187,패하고,-1
13188,패하고 난,-1
13189,패하다,-1
13190,팽개치다,-1
13191,퍼져서 흥하다,1
13192,퍽 옹골차고,1
13193,펄펄 뛰는,-1
13194,페널티,-2
13195,펴지 못하거나,-1
13196,펴지 못하게,-1
13197,펴지 못하는,-1
13198,펴지 못하다,-1
13199,펴지 못함,-1
13200,펴지지 못하고,-1
13201,편견,-2
13202,편두통,-2
13203,편리,2
13204,편리성,2
13205,편리하게,1
13206,편리하게 이용할,1
13207,편리하고,2
13208,편리하다,2
13209,편리하지 않은,-2
13210,편안,2
13211,편안하게,2
13212,편안하게 다스림,2
13213,편안하고,2
13214,편안하고 고요하게,2
13215,편안하고 고요함,2
13216,편안하고 조용한,2
13217,편안하고 한가하게,2
13218,편안하다,2
13219,편안하지 못하다,-2
13220,편안하지 못하여,-1
13221,편안하지 아니하게,-2
13222,편안하지 아니하다,-2
13223,편안하지 아니하여서,-1
13224,편안하지 아니함,-2
13225,편안하지 않다는,-2
13226,편안한,2
13227,편안한 느낌,2
13228,편안한 느낌이,2
13229,편안한 삶을,2
13230,편안한 세월,1
13231,편안히,2
13232,편안히 잔다는,2
13233,편안히 지냄을,2
13234,편안히 하다,2
13235,편애,-1
13236,편애하다,-1
13237,편치 못하고,-2
13238,편하게,2
13239,편하게 되다,2
13240,편하게 하다,2
13241,편하고,2
13242,편하고 순조롭게,2
13243,편하고 이로우며,2
13244,편하다,2
13245,편하지 못하다,-2
13246,편하지 못한,-2
13247,편하지 아니하고,-2
13248,편하지 아니하다,-2
13249,편하지 아니함,-2
13250,편하지 않고,-2
13251,편하지 않은,-2
13252,편하지 않음,-2
13253,편한,2
13254,편한 마음으로,2
13255,편히,2
13256,편히 가지다,2
13257,편히 가짐,2
13258,평등하다,1
13259,평등하다는,1
13260,평등한,1
13261,평등한 천성,1
13262,평등함을,1
13263,평안하다,2
13264,평안하여,2
13265,평안한,2
13266,평안한 마음으로,2
13267,평안함,2
13268,평안히,2
13269,평안히 지내다,2
13270,평안히 지냄,2
13271,평온,2
13272,평온무사,2
13273,평온무사하다,2
13274,평온하다,2
13275,평온하지 못하고,-2
13276,평온히,2
13277,평탄하다,2
13278,평화로운,2
13279,평화로운 상태가,2
13280,평화로움,2
13281,평화롭게,2
13282,평화롭게 지내자고,2
13283,평화롭다,2
13284,평화를,1
13285,평화를 주장하는,1
13286,폐가 상하여,-2
13287,폐결핵,-2
13288,폐렴,-2
13289,폐를 끼쳐서,-2
13290,폐를 끼쳤을,-2
13291,포괄적인 경험,1
13292,포근하게,1
13293,포근하게 따뜻이,1
13294,포근하고,1
13295,포근하고 아늑한,1
13296,포근하다,1
13297,포근한,1
13298,포근한 느낌,1
13299,포근한 모양,1
13300,포기,-1
13301,포기하고,-1
13302,포기하고 돌아보지,-1
13303,포기하다,-1
13304,포살되다,-1
13305,포악하다,-2
13306,포악하며,-1
13307,포악하며 드센,-1
13308,포악한,-1
13309,포악한 성격,-2
13310,포악한 성격을,-2
13311,포악한 성질,-1
13312,포학한,-1
13313,폭 주저앉다,-1
13314,폭군,-2
13315,폭군을,-2
13316,폭력,-2
13317,폭력으로,-1
13318,폭력을,-1
13319,폭력을 써서,-1
13320,폭력을 쓰면서,-1
13321,폭력적,-1
13322,폭발적이다,1
13323,폭이 넓고,1
13324,폭행,-1
13325,폭행이나,-1
13326,폭행이나 위협을,-1
13327,폭행하다,-1
13328,표리부동한,-1
13329,표리부동한 사람을,-1
13330,표정을 꾸며서,-1
13331,표정이 환하다,1
13332,표현이 진실하여,1
13333,푸근푸근히,1
13334,푸근하게,1
13335,푸근하게 부드럽고,1
13336,푸근하고,1
13337,푸근하고 흐뭇하게,1
13338,푸념을,-2
13339,푸지다,1
13340,푸짐하다,1
13341,푹 쓰러져,-1
13342,푹 주저앉는,-1
13343,풀기가 빠져,-1
13344,풀리어 거뜬하다,1
13345,풀리어 흐뭇하고,1
13346,풀리지 않다,-1
13347,풀리지 않아,-1
13348,풀어지지 아니하여서,-1
13349,풀이 꺾이거나,-1
13350,풀이 죽게,-1
13351,풀이 죽은,-1
13352,풀이 죽음,-1
13353,품격,1
13354,품격과 도리,1
13355,품격을,1
13356,품격을 갖추는,1
13357,품고 미워하다,-2
13358,품에 안다,1
13359,품위,1
13360,품위가 있거나,1
13361,품위가 있다,1
13362,품절남,1
13363,품절녀,1
13364,품질이 우수한,2
13365,품질이 좋고,2
13366,품질이 좋은,2
13367,품행이 단정하지 못하고,-2
13368,품행이 뛰어난,2
13369,품행이 천박하고,-1
13370,풍년이,2
13371,풍년이 들,2
13372,풍모가 있게,1
13373,풍미있는,1
13374,풍부하다,1
13375,풍성풍성히,1
13376,풍성하게,1
13377,풍성하고,1
13378,풍성하고 아름답게,2
13379,풍성하고 아름답다,2
13380,풍요로워지다,1
13381,풍요롭다,1
13382,풍자하였다,-2
13383,풍채가 훤하여,2
13384,풍치가 있고,2
13385,피,0
13386,피가,-1
13387,피가 나고,-1
13388,피가 부족한,-1
13389,피가 섞인,-1
13390,피고름이,-1
13391,피곤을,-1
13392,피곤을 느끼는,-1
